date,time,city,temp_C,condition_text,condition_code,humidity_%,wind_kph,wind_dir,precip_mm,cloud_%
2025-05-26,2025-05-26 01:00,Puerto Montt,8.3,Lluvia  moderada a intervalos,1063,89,10.8,NW,0.07,57
2025-05-26,2025-05-26 02:00,Puerto Montt,8.1,Lluvia  moderada a intervalos,1063,88,9.7,NW,0.02,73
2025-05-26,2025-05-26 03:00,Puerto Montt,7.2,Lluvia  moderada a intervalos,1063,90,8.3,NNW,0.02,77
2025-05-26,2025-05-26 04:00,Puerto Montt,6.4,Lluvia  moderada a intervalos,1063,91,8.6,N,0.13,82
2025-05-26,2025-05-26 05:00,Puerto Montt,6.2,Ligeras precipitaciones,1240,93,9.7,NNW,0.45,100
2025-05-26,2025-05-26 06:00,Puerto Montt,6.9,Ligeras precipitaciones,1240,91,10.1,NNW,0.39,58
2025-05-26,2025-05-26 07:00,Puerto Montt,6.7,Ligeras precipitaciones,1240,93,9.7,NNW,0.35,66
2025-05-26,2025-05-26 08:00,Puerto Montt,6.7,Ligeras precipitaciones,1240,94,9.0,NNW,0.41,58
2025-05-26,2025-05-26 09:00,Puerto Montt,6.8,Ligeras precipitaciones,1240,94,8.6,NNW,0.38,56
2025-05-26,2025-05-26 10:00,Puerto Montt,7.7,Ligeras precipitaciones,1240,92,9.4,NNW,0.21,55
2025-05-26,2025-05-26 11:00,Puerto Montt,9.1,Lluvia  moderada a intervalos,1063,85,8.6,NW,0.5,89
2025-05-26,2025-05-26 12:00,Puerto Montt,9.6,Lluvia  moderada a intervalos,1063,82,9.7,W,0.5,88
2025-05-26,2025-05-26 13:00,Puerto Montt,9.7,Lluvia  moderada a intervalos,1063,82,10.1,W,0.58,88
2025-05-26,2025-05-26 14:00,Puerto Montt,9.6,Lluvia  moderada a intervalos,1063,81,10.1,WSW,0.56,86
2025-05-26,2025-05-26 15:00,Puerto Montt,9.4,Lluvia  moderada a intervalos,1063,81,10.1,WSW,0.48,72
2025-05-26,2025-05-26 16:00,Puerto Montt,8.9,Lluvia  moderada a intervalos,1063,81,9.4,WSW,0.29,81
2025-05-26,2025-05-26 17:00,Puerto Montt,7.9,Lluvia  moderada a intervalos,1063,85,6.1,WSW,0.14,72
2025-05-26,2025-05-26 18:00,Puerto Montt,6.4,Lluvia  moderada a intervalos,1063,89,4.7,W,0.08,76
2025-05-26,2025-05-26 19:00,Puerto Montt,6.1,Lluvia  moderada a intervalos,1063,90,3.6,WNW,0.04,76
2025-05-26,2025-05-26 20:00,Puerto Montt,5.6,Lluvia  moderada a intervalos,1063,91,4.3,WNW,0.06,89
2025-05-26,2025-05-26 21:00,Puerto Montt,5.3,Lluvia  moderada a intervalos,1063,92,4.3,WNW,0.02,81
2025-05-26,2025-05-26 22:00,Puerto Montt,5.1,Lluvia  moderada a intervalos,1063,92,3.6,NW,0.01,76
2025-05-26,2025-05-26 23:00,Puerto Montt,5.0,Nublado,1006,92,3.6,NW,0.0,69
2025-05-27,2025-05-27 00:00,Puerto Montt,4.4,Despejado,1000,92,2.5,NW,0.0,16
2025-05-27,2025-05-27 01:00,Puerto Montt,4.2,Parcialmente nublado,1003,92,2.5,NW,0.0,47
2025-05-27,2025-05-27 02:00,Puerto Montt,4.0,Parcialmente nublado,1003,92,3.2,NNW,0.0,33
2025-05-27,2025-05-27 03:00,Puerto Montt,3.8,Parcialmente nublado,1003,93,3.6,NNW,0.0,35
2025-05-27,2025-05-27 04:00,Puerto Montt,3.7,Parcialmente nublado,1003,93,2.9,NNW,0.0,45
2025-05-27,2025-05-27 05:00,Puerto Montt,3.6,Parcialmente nublado,1003,93,3.2,N,0.0,49
2025-05-27,2025-05-27 06:00,Puerto Montt,3.5,Parcialmente nublado,1003,93,4.0,N,0.0,45
2025-05-27,2025-05-27 07:00,Puerto Montt,3.5,Parcialmente nublado,1003,93,5.0,N,0.0,51
2025-05-27,2025-05-27 08:00,Puerto Montt,3.6,Nublado,1006,93,4.3,NNE,0.0,84
2025-05-27,2025-05-27 09:00,Puerto Montt,4.2,Cielo cubierto,1009,92,4.3,N,0.0,100
2025-05-27,2025-05-27 10:00,Puerto Montt,5.4,Nublado,1006,90,4.7,N,0.0,76
2025-05-27,2025-05-27 11:00,Puerto Montt,6.6,Cielo cubierto,1009,88,4.3,NNW,0.0,94
2025-05-27,2025-05-27 12:00,Puerto Montt,7.0,Lluvia  moderada a intervalos,1063,87,1.8,N,0.01,100
2025-05-27,2025-05-27 13:00,Puerto Montt,7.1,Lluvia  moderada a intervalos,1063,89,2.2,N,0.01,69
2025-05-27,2025-05-27 14:00,Puerto Montt,7.6,Parcialmente nublado,1003,86,1.4,NNW,0.0,47
2025-05-27,2025-05-27 15:00,Puerto Montt,7.9,Parcialmente nublado,1003,85,0.7,NE,0.0,32
2025-05-27,2025-05-27 16:00,Puerto Montt,8.2,Lluvia  moderada a intervalos,1063,84,1.4,SSW,0.02,82
2025-05-27,2025-05-27 17:00,Puerto Montt,7.0,Soleado,1000,90,1.4,SSE,0.0,19
2025-05-27,2025-05-27 18:00,Puerto Montt,5.9,Despejado,1000,91,1.8,SSE,0.0,14
2025-05-27,2025-05-27 19:00,Puerto Montt,5.5,Despejado,1000,91,1.1,SSW,0.0,16
2025-05-27,2025-05-27 20:00,Puerto Montt,5.4,Despejado,1000,91,2.2,SSW,0.0,19
2025-05-27,2025-05-27 21:00,Puerto Montt,5.2,Parcialmente nublado,1003,91,1.1,WSW,0.0,35
2025-05-27,2025-05-27 22:00,Puerto Montt,5.1,Despejado,1000,92,2.2,WNW,0.0,14
2025-05-27,2025-05-27 23:00,Puerto Montt,4.7,Despejado,1000,93,2.2,WNW,0.0,13
2025-05-28,2025-05-28 00:00,Puerto Montt,4.1,Despejado,1000,89,2.2,NNW,0.0,9
2025-05-28,2025-05-28 01:00,Puerto Montt,3.9,Despejado,1000,90,1.8,NNW,0.0,7
2025-05-28,2025-05-28 02:00,Puerto Montt,3.6,Despejado,1000,90,2.2,NNW,0.0,5
2025-05-28,2025-05-28 03:00,Puerto Montt,3.4,Despejado,1000,90,1.8,NNW,0.0,4
2025-05-28,2025-05-28 04:00,Puerto Montt,3.1,Despejado,1000,90,1.8,NNW,0.0,3
2025-05-28,2025-05-28 05:00,Puerto Montt,3.0,Despejado,1000,90,2.2,NNW,0.0,4
2025-05-28,2025-05-28 06:00,Puerto Montt,3.0,Despejado,1000,90,2.2,NNW,0.0,8
2025-05-28,2025-05-28 07:00,Puerto Montt,3.0,Despejado,1000,90,2.2,NNW,0.0,9
2025-05-28,2025-05-28 08:00,Puerto Montt,3.0,Despejado,1000,89,2.5,NNE,0.0,18
2025-05-28,2025-05-28 09:00,Puerto Montt,3.7,Soleado,1000,87,2.2,N,0.0,23
2025-05-28,2025-05-28 10:00,Puerto Montt,5.0,Parcialmente nublado,1003,83,2.2,NW,0.0,26
2025-05-28,2025-05-28 11:00,Puerto Montt,6.3,Parcialmente nublado,1003,78,1.4,SSW,0.0,36
2025-05-28,2025-05-28 12:00,Puerto Montt,7.4,Parcialmente nublado,1003,73,1.8,SSE,0.0,34
2025-05-28,2025-05-28 13:00,Puerto Montt,8.1,Parcialmente nublado,1003,69,1.8,SSE,0.0,62
2025-05-28,2025-05-28 14:00,Puerto Montt,8.3,Cielo cubierto,1009,69,2.5,S,0.0,100
2025-05-28,2025-05-28 15:00,Puerto Montt,8.2,Cielo cubierto,1009,71,2.9,S,0.0,100
2025-05-28,2025-05-28 16:00,Puerto Montt,7.8,Cielo cubierto,1009,74,2.5,SSE,0.0,100
2025-05-28,2025-05-28 17:00,Puerto Montt,7.3,Nublado,1006,77,2.9,SSE,0.0,81
2025-05-28,2025-05-28 18:00,Puerto Montt,6.2,Nublado,1006,80,2.2,SE,0.0,63
2025-05-28,2025-05-28 19:00,Puerto Montt,6.2,Parcialmente nublado,1003,78,2.2,SE,0.0,57
2025-05-28,2025-05-28 20:00,Puerto Montt,5.9,Despejado,1000,79,2.2,E,0.0,16
2025-05-28,2025-05-28 21:00,Puerto Montt,5.3,Despejado,1000,81,1.8,WSW,0.0,13
2025-05-28,2025-05-28 22:00,Puerto Montt,5.1,Despejado,1000,82,1.1,ENE,0.0,14
2025-05-28,2025-05-28 23:00,Puerto Montt,5.0,Despejado,1000,82,1.4,NNE,0.0,20
2025-05-29,2025-05-29 00:00,Puerto Montt,6.7,Parcialmente nublado,1003,80,2.9,NNW,0.0,52
2025-05-29,2025-05-29 01:00,Puerto Montt,6.4,Nublado,1006,82,3.2,N,0.0,78
2025-05-29,2025-05-29 02:00,Puerto Montt,6.6,Nublado,1006,83,2.9,N,0.0,77
2025-05-29,2025-05-29 03:00,Puerto Montt,7.0,Parcialmente nublado,1003,83,2.5,N,0.0,32
2025-05-29,2025-05-29 04:00,Puerto Montt,6.4,Parcialmente nublado,1003,86,3.2,N,0.0,33
2025-05-29,2025-05-29 05:00,Puerto Montt,6.1,Parcialmente nublado,1003,87,3.6,NNE,0.0,52
2025-05-29,2025-05-29 06:00,Puerto Montt,6.2,Parcialmente nublado,1003,88,5.0,NNE,0.0,37
2025-05-29,2025-05-29 07:00,Puerto Montt,6.2,Parcialmente nublado,1003,90,5.8,N,0.0,28
2025-05-29,2025-05-29 08:00,Puerto Montt,5.8,Parcialmente nublado,1003,92,6.8,N,0.0,30
2025-05-29,2025-05-29 09:00,Puerto Montt,6.6,Parcialmente nublado,1003,90,7.6,N,0.0,34
2025-05-29,2025-05-29 10:00,Puerto Montt,7.8,Parcialmente nublado,1003,87,8.3,N,0.0,42
2025-05-29,2025-05-29 11:00,Puerto Montt,9.1,Lluvia  moderada a intervalos,1063,84,8.6,N,0.05,68
2025-05-29,2025-05-29 12:00,Puerto Montt,10.5,Lluvia  moderada a intervalos,1063,81,9.0,N,0.04,100
2025-05-29,2025-05-29 13:00,Puerto Montt,10.8,Lluvia  moderada a intervalos,1063,82,9.0,N,0.01,76
2025-05-29,2025-05-29 14:00,Puerto Montt,11.0,Lluvia  moderada a intervalos,1063,82,9.0,N,0.02,63
2025-05-29,2025-05-29 15:00,Puerto Montt,10.1,Ligeras lluvias,1183,90,9.0,N,1.57,100
2025-05-29,2025-05-29 16:00,Puerto Montt,9.7,Ligeras precipitaciones,1240,95,7.2,N,0.34,100
2025-05-29,2025-05-29 17:00,Puerto Montt,9.8,Ligeras precipitaciones,1240,96,7.2,N,0.45,98
2025-05-29,2025-05-29 18:00,Puerto Montt,9.1,Ligeras precipitaciones,1240,97,6.8,N,0.24,100
2025-05-29,2025-05-29 19:00,Puerto Montt,9.1,Neblina,1030,97,5.8,NNW,0.01,67
2025-05-29,2025-05-29 20:00,Puerto Montt,8.9,Niebla moderada,1135,97,5.0,NNW,0.0,100
2025-05-29,2025-05-29 21:00,Puerto Montt,8.1,Niebla moderada,1135,97,4.7,NNW,0.04,100
2025-05-29,2025-05-29 22:00,Puerto Montt,8.2,Ligeras precipitaciones,1240,98,5.8,NNW,0.2,61
2025-05-29,2025-05-29 23:00,Puerto Montt,8.1,Ligeras lluvias,1183,98,6.8,WNW,1.01,100
2025-05-30,2025-05-30 00:00,Puerto Montt,9.1,Ligeras precipitaciones,1240,95,7.6,WSW,0.25,66
2025-05-30,2025-05-30 01:00,Puerto Montt,8.5,Lluvia  moderada a intervalos,1063,89,11.2,SSW,0.08,83
2025-05-30,2025-05-30 02:00,Puerto Montt,7.9,Lluvia  moderada a intervalos,1063,87,11.2,SSW,0.04,62
2025-05-30,2025-05-30 03:00,Puerto Montt,7.5,Lluvia  moderada a intervalos,1063,85,9.0,SSW,0.02,81
2025-05-30,2025-05-30 04:00,Puerto Montt,6.6,Lluvia  moderada a intervalos,1063,85,7.6,SSW,0.01,88
2025-05-30,2025-05-30 05:00,Puerto Montt,5.6,Lluvia  moderada a intervalos,1063,88,6.1,SW,0.01,83
2025-05-30,2025-05-30 06:00,Puerto Montt,5.0,Lluvia  moderada a intervalos,1063,89,5.4,WSW,0.01,71
2025-05-30,2025-05-30 07:00,Puerto Montt,4.6,Lluvia  moderada a intervalos,1063,90,5.0,WSW,0.01,76
2025-05-30,2025-05-30 08:00,Puerto Montt,4.3,Despejado,1000,90,4.3,WSW,0.0,12
2025-05-30,2025-05-30 09:00,Puerto Montt,4.8,Parcialmente nublado,1003,89,3.6,WSW,0.0,33
2025-05-30,2025-05-30 10:00,Puerto Montt,6.3,Parcialmente nublado,1003,86,2.2,WSW,0.0,28
2025-05-30,2025-05-30 11:00,Puerto Montt,7.8,Lluvia  moderada a intervalos,1063,80,2.2,SW,0.01,74
2025-05-30,2025-05-30 12:00,Puerto Montt,8.8,Lluvia  moderada a intervalos,1063,76,4.3,SSW,0.06,79
2025-05-30,2025-05-30 13:00,Puerto Montt,9.2,Lluvia  moderada a intervalos,1063,73,5.4,S,0.08,76
2025-05-30,2025-05-30 14:00,Puerto Montt,9.4,Lluvia  moderada a intervalos,1063,71,6.1,S,0.07,55
2025-05-30,2025-05-30 15:00,Puerto Montt,9.3,Lluvia  moderada a intervalos,1063,71,6.5,S,0.06,50
2025-05-30,2025-05-30 16:00,Puerto Montt,9.1,Lluvia  moderada a intervalos,1063,74,5.4,S,0.07,85
2025-05-30,2025-05-30 17:00,Puerto Montt,8.1,Lluvia  moderada a intervalos,1063,79,3.6,SSE,0.03,82
2025-05-30,2025-05-30 18:00,Puerto Montt,7.4,Nublado,1006,81,2.5,S,0.0,67
2025-05-30,2025-05-30 19:00,Puerto Montt,7.1,Nublado,1006,82,1.4,SW,0.0,71
2025-05-30,2025-05-30 20:00,Puerto Montt,6.9,Parcialmente nublado,1003,83,2.2,WSW,0.0,51
2025-05-30,2025-05-30 21:00,Puerto Montt,6.5,Parcialmente nublado,1003,85,1.8,W,0.0,41
2025-05-30,2025-05-30 22:00,Puerto Montt,6.0,Parcialmente nublado,1003,88,1.4,W,0.0,34
2025-05-30,2025-05-30 23:00,Puerto Montt,5.2,Parcialmente nublado,1003,90,1.8,NW,0.0,39
2025-05-31,2025-05-31 00:00,Puerto Montt,5.2,Despejado,1000,91,2.2,WNW,0.0,11
2025-05-31,2025-05-31 01:00,Puerto Montt,4.7,Despejado,1000,92,3.6,WNW,0.0,13
2025-05-31,2025-05-31 02:00,Puerto Montt,4.5,Parcialmente nublado,1003,93,3.6,WNW,0.0,62
2025-05-31,2025-05-31 03:00,Puerto Montt,4.4,Cielo cubierto,1009,93,2.5,WNW,0.0,100
2025-05-31,2025-05-31 04:00,Puerto Montt,4.4,Cielo cubierto,1009,93,2.2,N,0.0,100
2025-05-31,2025-05-31 05:00,Puerto Montt,4.4,Cielo cubierto,1009,93,3.6,NNW,0.0,100
2025-05-31,2025-05-31 06:00,Puerto Montt,4.3,Cielo cubierto,1009,93,3.6,NNW,0.0,100
2025-05-31,2025-05-31 07:00,Puerto Montt,4.2,Nublado,1006,93,4.3,N,0.0,77
2025-05-31,2025-05-31 08:00,Puerto Montt,4.0,Nublado,1006,93,4.7,N,0.0,75
2025-05-31,2025-05-31 09:00,Puerto Montt,4.1,Nublado,1006,92,5.0,N,0.0,82
2025-05-31,2025-05-31 10:00,Puerto Montt,5.7,Soleado,1000,87,4.0,N,0.0,19
2025-05-31,2025-05-31 11:00,Puerto Montt,7.2,Parcialmente nublado,1003,82,4.3,N,0.0,42
2025-05-31,2025-05-31 12:00,Puerto Montt,8.2,Parcialmente nublado,1003,77,4.3,N,0.0,43
2025-05-31,2025-05-31 13:00,Puerto Montt,9.1,Parcialmente nublado,1003,71,4.0,N,0.0,32
2025-05-31,2025-05-31 14:00,Puerto Montt,9.6,Parcialmente nublado,1003,67,4.0,N,0.0,30
2025-05-31,2025-05-31 15:00,Puerto Montt,9.6,Parcialmente nublado,1003,67,4.3,N,0.0,58
2025-05-31,2025-05-31 16:00,Puerto Montt,9.2,Parcialmente nublado,1003,73,5.4,NNE,0.0,45
2025-05-31,2025-05-31 17:00,Puerto Montt,7.4,Parcialmente nublado,1003,83,6.8,NNE,0.0,44
2025-05-31,2025-05-31 18:00,Puerto Montt,6.5,Nublado,1006,86,7.2,NNE,0.0,80
2025-05-31,2025-05-31 19:00,Puerto Montt,7.0,Nublado,1006,83,8.3,NNE,0.0,75
2025-05-31,2025-05-31 20:00,Puerto Montt,7.2,Cielo cubierto,1009,82,7.2,N,0.0,100
2025-05-31,2025-05-31 21:00,Puerto Montt,7.2,Lluvia  moderada a intervalos,1063,84,9.7,N,0.01,85
2025-05-31,2025-05-31 22:00,Puerto Montt,7.2,Lluvia  moderada a intervalos,1063,85,10.4,NNE,0.07,100
2025-05-31,2025-05-31 23:00,Puerto Montt,7.1,Lluvia  moderada a intervalos,1063,86,10.8,N,0.09,100
2025-06-01,2025-06-01 00:00,Puerto Montt,6.6,Lluvia  moderada a intervalos,1063,84,8.3,N,0.03,100
2025-06-01,2025-06-01 01:00,Puerto Montt,6.6,Lluvia  moderada a intervalos,1063,84,8.6,NNE,0.06,100
2025-06-01,2025-06-01 02:00,Puerto Montt,6.6,Lluvia  moderada a intervalos,1063,84,9.4,NNE,0.02,100
2025-06-01,2025-06-01 03:00,Puerto Montt,6.6,Cielo cubierto,1009,84,11.2,NNE,0.0,100
2025-06-01,2025-06-01 04:00,Puerto Montt,6.7,Lluvia  moderada a intervalos,1063,82,10.4,N,0.05,100
2025-06-01,2025-06-01 05:00,Puerto Montt,6.8,Lluvia  moderada a intervalos,1063,81,10.8,N,0.02,100
2025-06-01,2025-06-01 06:00,Puerto Montt,6.9,Lluvia  moderada a intervalos,1063,80,11.5,N,0.05,100
2025-06-01,2025-06-01 07:00,Puerto Montt,6.8,Lluvia  moderada a intervalos,1063,82,11.9,N,0.08,100
2025-06-01,2025-06-01 08:00,Puerto Montt,6.9,Cielo cubierto,1009,84,13.0,NNE,0.0,100
2025-06-01,2025-06-01 09:00,Puerto Montt,6.9,Nublado,1006,85,14.0,NNE,0.0,79
2025-06-01,2025-06-01 10:00,Puerto Montt,7.5,Parcialmente nublado,1003,81,15.1,NNE,0.0,60
2025-06-01,2025-06-01 11:00,Puerto Montt,7.9,Llovizna,1153,82,15.1,N,0.35,98
2025-06-01,2025-06-01 12:00,Puerto Montt,7.7,Llovizna,1153,90,15.5,N,0.63,100
2025-06-01,2025-06-01 13:00,Puerto Montt,7.9,Lluvia  moderada a intervalos,1063,91,16.9,NNE,0.07,81
2025-06-01,2025-06-01 14:00,Puerto Montt,8.2,Ligeras lluvias,1183,92,16.9,NNE,1.2,100
2025-06-01,2025-06-01 15:00,Puerto Montt,8.5,Llovizna,1153,92,16.6,N,0.24,100
2025-06-01,2025-06-01 16:00,Puerto Montt,8.7,Llovizna,1153,93,16.6,N,0.19,100
2025-06-01,2025-06-01 17:00,Puerto Montt,8.8,Llovizna,1153,94,16.6,N,0.15,100
2025-06-01,2025-06-01 18:00,Puerto Montt,9.0,Llovizna,1153,94,15.5,N,0.16,100
2025-06-01,2025-06-01 19:00,Puerto Montt,9.1,Lluvia  moderada a intervalos,1063,94,14.0,N,0.07,100
2025-06-01,2025-06-01 20:00,Puerto Montt,9.2,Lluvia  moderada a intervalos,1063,95,12.6,N,0.05,100
2025-06-01,2025-06-01 21:00,Puerto Montt,9.2,Neblina,1030,96,11.2,N,0.01,100
2025-06-01,2025-06-01 22:00,Puerto Montt,9.4,Neblina,1030,96,11.2,NNE,0.0,100
2025-06-01,2025-06-01 23:00,Puerto Montt,9.4,Neblina,1030,96,11.2,NNE,0.0,100
2025-06-02,2025-06-02 00:00,Puerto Montt,9.8,Neblina,1030,96,11.9,N,0.03,100
2025-06-02,2025-06-02 01:00,Puerto Montt,9.7,Neblina,1030,97,11.2,NNE,0.0,95
2025-06-02,2025-06-02 02:00,Puerto Montt,9.6,Neblina,1030,97,10.1,NNE,0.0,91
2025-06-02,2025-06-02 03:00,Puerto Montt,9.6,Neblina,1030,97,9.0,N,0.0,100
2025-06-02,2025-06-02 04:00,Puerto Montt,9.5,Neblina,1030,97,9.0,NNE,0.06,100
2025-06-02,2025-06-02 05:00,Puerto Montt,9.5,Llovizna,1153,97,9.7,NNE,0.29,100
2025-06-02,2025-06-02 06:00,Puerto Montt,9.7,Llovizna,1153,97,10.4,NNE,0.26,100
2025-06-02,2025-06-02 07:00,Puerto Montt,9.8,Llovizna,1153,97,11.5,NNE,0.27,100
2025-06-02,2025-06-02 08:00,Puerto Montt,9.9,Ligeras lluvias,1183,97,12.2,NNE,1.17,100
2025-06-02,2025-06-02 09:00,Puerto Montt,10.0,Llovizna,1153,97,13.0,NNE,0.74,100
2025-06-02,2025-06-02 10:00,Puerto Montt,10.4,Ligeras lluvias,1183,97,14.4,N,2.02,100
2025-06-02,2025-06-02 11:00,Puerto Montt,10.4,Ligeras lluvias,1183,97,14.4,NNE,1.85,100
2025-06-02,2025-06-02 12:00,Puerto Montt,10.7,Ligeras lluvias,1183,97,13.7,NNE,1.02,100
2025-06-02,2025-06-02 13:00,Puerto Montt,11.0,Ligeras lluvias,1183,97,13.7,N,1.19,100
2025-06-02,2025-06-02 14:00,Puerto Montt,11.2,Llovizna,1153,96,14.4,N,0.29,100
2025-06-02,2025-06-02 15:00,Puerto Montt,11.3,Llovizna,1153,96,15.1,N,0.42,100
2025-06-02,2025-06-02 16:00,Puerto Montt,11.5,Cielo cubierto,1009,95,14.8,NNE,0.0,100
2025-06-02,2025-06-02 17:00,Puerto Montt,11.6,Cielo cubierto,1009,94,15.8,NNE,0.0,100
2025-06-02,2025-06-02 18:00,Puerto Montt,11.6,Cielo cubierto,1009,94,16.2,NNE,0.0,100
2025-06-02,2025-06-02 19:00,Puerto Montt,11.4,Nublado,1006,93,16.6,N,0.0,66
2025-06-02,2025-06-02 20:00,Puerto Montt,11.1,Lluvia  moderada a intervalos,1063,93,16.6,N,0.11,58
2025-06-02,2025-06-02 21:00,Puerto Montt,11.0,Lluvia  moderada a intervalos,1063,93,16.9,NNE,0.09,64
2025-06-02,2025-06-02 22:00,Puerto Montt,11.3,Lluvia  moderada a intervalos,1063,92,17.6,NNE,0.07,100
2025-06-02,2025-06-02 23:00,Puerto Montt,11.3,Llovizna,1153,92,18.7,NNE,0.52,100
2025-06-03,2025-06-03 00:00,Puerto Montt,11.2,Cielo cubierto,1009,87,18.4,N,0.0,100
2025-06-03,2025-06-03 01:00,Puerto Montt,11.2,Lluvia  moderada a intervalos,1063,86,20.2,NNE,0.03,100
2025-06-03,2025-06-03 02:00,Puerto Montt,11.1,Llovizna,1153,87,21.6,NNE,0.36,100
2025-06-03,2025-06-03 03:00,Puerto Montt,11.2,Llovizna,1153,85,21.6,NNE,0.54,100
2025-06-03,2025-06-03 04:00,Puerto Montt,10.6,Ligeras lluvias,1183,91,22.3,NNE,1.35,100
2025-06-03,2025-06-03 05:00,Puerto Montt,10.6,Llovizna,1153,90,22.0,NNE,0.42,100
2025-06-03,2025-06-03 10:00,Puerto Montt,10.6,Llovizna,1153,90,21.6,N,0.6,100
2025-06-03,2025-06-03 11:00,Puerto Montt,10.4,Ligeras lluvias,1183,91,22.3,NNE,1.51,100
2025-06-03,2025-06-03 12:00,Puerto Montt,10.2,Ligeras lluvias,1183,91,22.0,NNE,0.92,100
2025-06-03,2025-06-03 13:00,Puerto Montt,10.2,Ligeras lluvias,1183,92,20.9,NNE,1.24,100
2025-06-03,2025-06-03 14:00,Puerto Montt,10.0,Ligeras lluvias,1183,93,18.0,N,1.8,100
2025-06-03,2025-06-03 15:00,Puerto Montt,10.0,Ligeras lluvias,1183,94,15.1,N,1.21,100
2025-06-03,2025-06-03 16:00,Puerto Montt,9.8,Lluvia moderada,1189,95,13.7,N,2.97,100
2025-06-03,2025-06-03 17:00,Puerto Montt,9.7,Ligeras lluvias,1183,95,12.6,NNE,1.34,100
2025-06-03,2025-06-03 18:00,Puerto Montt,9.6,Llovizna,1153,94,12.6,NNE,0.52,100
2025-06-03,2025-06-03 19:00,Puerto Montt,9.3,Llovizna,1153,93,14.0,NNE,0.27,100
2025-06-03,2025-06-03 20:00,Puerto Montt,9.2,Llovizna,1153,93,12.6,NNE,0.21,100
2025-06-03,2025-06-03 21:00,Puerto Montt,9.1,Llovizna,1153,94,10.8,N,0.33,100
2025-06-03,2025-06-03 22:00,Puerto Montt,9.1,Lluvia  moderada a intervalos,1063,94,10.1,N,0.02,100
2025-06-03,2025-06-03 23:00,Puerto Montt,9.1,Lluvia  moderada a intervalos,1063,93,8.6,N,0.09,100
2025-06-04,2025-06-04 00:00,Puerto Montt,9.2,Neblina,1030,95,2.2,NW,0.03,83
2025-06-04,2025-06-04 01:00,Puerto Montt,9.2,Neblina,1030,94,3.2,WNW,0.04,75
2025-06-04,2025-06-04 02:00,Puerto Montt,8.8,Lluvia  moderada a intervalos,1063,94,4.7,WSW,0.03,75
2025-06-04,2025-06-04 03:00,Puerto Montt,8.6,Lluvia  moderada a intervalos,1063,93,4.0,WSW,0.04,58
2025-06-04,2025-06-04 04:00,Puerto Montt,8.2,Lluvia  moderada a intervalos,1063,93,4.3,WSW,0.03,79
2025-06-04,2025-06-04 05:00,Puerto Montt,7.8,Lluvia  moderada a intervalos,1063,94,6.5,SW,0.04,60
2025-06-04,2025-06-04 06:00,Puerto Montt,7.4,Lluvia  moderada a intervalos,1063,94,6.8,SSW,0.03,51
2025-06-04,2025-06-04 07:00,Puerto Montt,7.5,Lluvia  moderada a intervalos,1063,90,9.0,S,0.01,66
2025-06-04,2025-06-04 08:00,Puerto Montt,7.3,Lluvia  moderada a intervalos,1063,88,9.4,S,0.01,68
2025-06-04,2025-06-04 09:00,Puerto Montt,7.7,Parcialmente nublado,1003,86,9.0,S,0.0,61
2025-06-04,2025-06-04 10:00,Puerto Montt,8.3,Parcialmente nublado,1003,84,7.2,S,0.0,26
2025-06-04,2025-06-04 11:00,Puerto Montt,9.2,Soleado,1000,80,6.1,S,0.0,9
2025-06-04,2025-06-04 12:00,Puerto Montt,9.8,Soleado,1000,75,5.4,S,0.0,2
2025-06-04,2025-06-04 13:00,Puerto Montt,10.3,Soleado,1000,70,5.4,SSE,0.0,0
2025-06-04,2025-06-04 14:00,Puerto Montt,10.4,Soleado,1000,67,6.1,SSE,0.0,4
2025-06-04,2025-06-04 15:00,Puerto Montt,10.3,Soleado,1000,66,6.8,SSE,0.0,5
2025-06-04,2025-06-04 16:00,Puerto Montt,9.9,Soleado,1000,71,6.1,SSE,0.0,6
2025-06-04,2025-06-04 17:00,Puerto Montt,8.4,Soleado,1000,78,7.9,SSE,0.0,5
2025-06-04,2025-06-04 18:00,Puerto Montt,7.0,Despejado,1000,83,6.1,SSE,0.0,6
2025-06-04,2025-06-04 19:00,Puerto Montt,6.6,Despejado,1000,83,6.5,S,0.0,8
2025-06-04,2025-06-04 20:00,Puerto Montt,6.4,Despejado,1000,84,6.8,S,0.0,5
2025-06-04,2025-06-04 21:00,Puerto Montt,6.2,Despejado,1000,85,6.1,SSW,0.0,5
2025-06-04,2025-06-04 22:00,Puerto Montt,6.0,Despejado,1000,86,6.1,SSW,0.0,5
2025-06-04,2025-06-04 23:00,Puerto Montt,5.7,Despejado,1000,87,5.4,SSW,0.0,6
